Date,Rate,High (est),Low (est)
2015-12-06,1.3387999534607,1.3511799573898,1.3384000062943
2015-12-04,1.33514,1.3517,1.3188
2015-12-03,1.3346899747849,1.3414499759674,1.3321100473404
2015-12-02,1.3347899913788,1.3391000032425,1.3296999931335
2015-12-01,1.3359999656677,1.3405599594116,1.3326799869537
2015-11-30,1.3348799943924,1.3382799625397,1.3308999538422
2015-11-29,1.336699962616,1.3392100334167,1.3315399885178
2015-11-27,1.33167,0.0,0.0
2015-11-26,1.329439997673,1.3368599414825,1.3289999961853
2015-11-25,1.3297200202942,1.3321900367737,1.3282999992371
2015-11-24,1.3302999734879,1.3336600065231,1.3278000354767
2015-11-23,1.3360300064087,1.3374500274658,1.3316999673843
2015-11-22,1.3356200456619,1.3435000181198,1.3335000276566
2015-11-20,1.32961,1.3449,1.3145
2015-11-19,1.329540014267,1.3331999778748,1.3271000385284
2015-11-18,1.3299000263214,1.3299700021744,1.324599981308
2015-11-17,1.3317600488663,1.3348900079727,1.3296999931335
2015-11-16,1.3329999446869,1.3343100547791,1.3298900127411
2015-11-15,1.3320000171661,1.3367300033569,1.3288999795914
2015-11-13,1.32919,1.3451,1.3135
2015-11-12,1.3281999826431,1.334480047226,1.3266999721527
2015-11-11,1.3252999782562,1.3338099718094,1.3224999904633
2015-11-10,1.3261799812317,1.3280999660492,1.3233400583267
2015-11-09,1.3265899419785,1.3291599750519,1.3248000144958
2015-11-08,1.3295999765396,1.3309400081635,1.3244999647141
2015-11-06,1.31925,1.3344,1.3043
2015-11-05,1.3162000179291,1.330649971962,1.3155000209808
2015-11-04,1.3154900074005,1.3184100389481,1.3140000104904
2015-11-03,1.3064399957657,1.3153699636459,1.3042999505997
2015-11-02,1.3092999458313,1.3159600496292,1.3078999519348
2015-11-01,1.3072600364685,1.3114700317383,1.3063000440598
2015-10-30,1.31602,0.0,0.0
2015-10-29,1.3158999681473,1.3189400434494,1.3084199428558
2015-10-28,1.319100022316,1.3236299753189,1.3135999441147
2015-10-27,1.3270000219345,1.327810049057,1.3131999969482
2015-10-26,1.3156000375748,1.3248399496078,1.3155000209808
2015-10-25,1.3172199726105,1.3183000087738,1.3129999637604
2015-10-23,1.31123,0.0,0.0
2015-10-22,1.3106000423431,1.319550037384,1.3042199611664
2015-10-21,1.3133499622345,1.3157099485397,1.3083000183105
2015-10-20,1.2985600233078,1.3116899728775,1.2967000007629
2015-10-19,1.3020000457764,1.3046000003815,1.2936999797821
2015-10-18,1.291689991951,1.2997800111771,1.2901699542999
2015-10-16,1.28937,0.0,0.0
2015-10-15,1.2853000164032,1.2937099933624,1.2849999666214
2015-10-14,1.2920000553131,1.2948100566864,1.287299990654
2015-10-13,1.3018000125885,1.3023300170898,1.2962000370026
2015-10-12,1.3011000156403,1.3078299760818,1.2962000370026
2015-10-11,1.2949999570847,1.2970999479294,1.289999961853
2015-10-09,1.29934,1.315,1.2838
2015-10-08,1.29984998703,1.2999999523163,1.289999961853
2015-10-07,1.3065099716187,1.3071800470352,1.3013999462128
2015-10-06,1.3043999671936,1.305999994278,1.2975000143051
2015-10-05,1.3083000183105,1.3131099939346,1.3044400215149
2015-10-04,1.3166999816895,1.3172899484634,1.3063999414444
2015-10-02,1.32472,0.0,0.0
2015-10-01,1.324569940567,1.3249000310898,1.3185000419617
2015-09-30,1.3316999673843,1.3319799900055,1.3220000267029
2015-09-29,1.3418999910355,1.3429600000381,1.3372000455856
2015-09-28,1.3396999835968,1.3429100513458,1.3373800516129
2015-09-27,1.3334000110626,1.3377900123596,1.3316999673843
2015-09-25,1.33329,1.348,1.3188
2015-09-24,1.333899974823,1.3353300094604,1.3297799825668
2015-09-23,1.3324999809265,1.3413699865341,1.3305000066757
2015-09-22,1.327299952507,1.333279967308,1.3233000040054
2015-09-21,1.31893,1.3336,1.3044
2015-09-20,1.3219000101089,1.3255699872971,1.3174999952316
2015-09-18,1.31519,1.3313,1.2993
2015-09-17,1.3174999952316,1.3178700208664,1.3012900352478
2015-09-16,1.3167999982834,1.320279955864,1.3166999816895
2015-09-15,1.3243999481201,1.3249000310898,1.3165500164032
2015-09-14,1.3250999450684,1.3270000219345,1.3227599859238
2015-09-13,1.3247400522232,1.3269200325012,1.3223999738693
2015-09-11,1.32452,1.341,1.3083
2015-09-10,1.3234100341797,1.3306399583817,1.3214000463486
2015-09-09,1.3279099464417,1.3286199569702,1.3186999559402
2015-09-08,1.3200000524521,1.3255499601364,1.3154599666595
2015-09-07,1.3297200202942,1.3307000398636,1.3185000419617
2015-09-06,1.3276000022888,1.3308000564575,1.3243999481201
2015-09-04,1.32316,0.0,0.0
2015-09-03,1.3187999725342,1.3285800218582,1.3157999515533
2015-09-02,1.3265000581741,1.3287099599838,1.3137999773026
2015-09-01,1.3252999782562,1.3319100141525,1.3200000524521
2015-08-31,1.3142999410629,1.3230199813843,1.3118900060654
2015-08-30,1.3237999677658,1.3324300050735,1.3210400342941
2015-08-28,1.32289,1.3382,1.3077
2015-08-27,1.319000005722,1.3297200202942,1.3164999485016
2015-08-26,1.3300000429153,1.3304300308228,1.3186999559402
2015-08-25,1.3345999717712,1.3346999883652,1.32515001297
2015-08-24,1.3285000324249,1.3300000429153,1.3151299953461
2015-08-23,1.3219000101089,1.3285599946976,1.3160400390625
2015-08-21,1.31122,1.3265,1.2961
2015-08-20,1.3076599836349,1.317999958992,1.3065999746323
2015-08-19,1.3123999834061,1.3172999620438,1.305899977684
2015-08-18,1.305899977684,1.3168799877167,1.3023999929428
2015-08-17,1.3094999790192,1.312530040741,1.305999994278
2015-08-16,1.3100299835205,1.3151299953461,1.308699965477
2015-08-14,1.30488,1.3211,1.2888
2015-08-13,1.3064999580383,1.3086500167847,1.3015999794006
2015-08-12,1.297700047493,1.3087400197983,1.2958999872208
2015-08-11,1.3099999427795,1.315199971199,1.2951600551605
2015-08-10,1.3011200428009,1.3147000074387,1.2994999885559
2015-08-09,1.3144999742508,1.3179199695587,1.3049000501633
2015-08-07,1.31344,1.3292,1.2979
2015-08-06,1.3113199472427,1.3178999423981,1.3056000471115
2015-08-05,1.3169000148773,1.3193600177765,1.3148000240326
2015-08-04,1.3192000389099,1.3212699890137,1.3112800121307
2015-08-03,1.3158099651337,1.3175200223923,1.3106499910355
2015-08-02,1.3121000528336,1.3173899650574,1.3108999729156
2015-07-31,1.30089,1.3157,1.2862
2015-07-30,1.3005599975586,1.3069399595261,1.2941999435425
2015-07-29,1.2947700023651,1.304270029068,1.2948000431061
2015-07-28,1.2928700447083,1.2966200113297,1.2871999740601
2015-07-27,1.3037799596786,1.3039000034332,1.2930999994278
2015-07-26,1.3041000366211,1.3042600154877,1.2979999780655
2015-07-24,1.30361,1.3196,1.2878
2015-07-23,1.3018499612808,1.3102400302887,1.3015999794006
2015-07-22,1.3040800094604,1.3046599626541,1.2952699661255
2015-07-21,1.2942999601364,1.3048000335693,1.2935999631882
2015-07-20,1.2995699644089,1.3012200593948,1.2918000221252
2015-07-19,1.2986999750137,1.30209004879,1.2950999736786
2015-07-17,1.29597,1.3121,1.28
2015-07-16,1.2968100309372,1.2998399734497,1.2947000265121
2015-07-15,1.2927000522614,1.2948600053787,1.2904000282288
2015-07-14,1.2736999988556,1.29390001297,1.2721999883652
2015-07-13,1.2750999927521,1.2803000211716,1.2718000411987
2015-07-12,1.2696000337601,1.2788200378418,1.2683099508286
2015-07-10,1.27097,0.0,0.0
2015-07-09,1.2709599733353,1.2751200199127,1.2666599750519
2015-07-08,1.2728999853134,1.274099946022,1.2667000293732
2015-07-07,1.2716799974442,1.2763199806213,1.2689000368118
2015-07-06,1.265930056572,1.2777899503708,1.264899969101
2015-07-05,1.2614099979401,1.2658799886703,1.2564699649811
2015-07-03,1.25699,0.0,0.0
2015-07-02,1.2544000148773,1.2601000070572,1.2539600133896
2015-07-01,1.2591099739075,1.2632100582123,1.2556999921799
2015-06-30,1.2476999759674,1.2564699649811,1.2474000453949
2015-06-29,1.241189956665,1.2495000362396,1.236279964447
2015-06-28,1.235100030899,1.240700006485,1.2305999994278
2015-06-26,1.23536,1.2496,1.2212
2015-06-25,1.2332099676132,1.2395700216293,1.2329000234604
2015-06-24,1.2383999824524,1.2397899627686,1.2331000566483
2015-06-23,1.2323199510574,1.2422100305557,1.2277499437332
2015-06-22,1.2313499450684,1.2381000518799,1.231330037117
2015-06-21,1.2273999452591,1.2300900220871,1.2216000556946
2015-06-19,1.22311,1.2368,1.2096
2015-06-18,1.2228000164032,1.2294199466705,1.2211999893188
2015-06-17,1.2229000329971,1.2235499620438,1.2128299474716
2015-06-16,1.2295399904251,1.2332299947739,1.228600025177
2015-06-15,1.2316000461578,1.2344499826431,1.2304999828339
2015-06-14,1.2314699888229,1.2358200550079,1.2311999797821
2015-06-12,1.22996,1.2441,1.216
2015-06-11,1.2293000221252,1.2346400022507,1.227599978447
2015-06-10,1.2273999452591,1.2351800203323,1.2266000509262
2015-06-09,1.2339999675751,1.2350800037384,1.2201999425888
2015-06-08,1.2410000562668,1.2438999414444,1.2305999994278
2015-06-07,1.2457000017166,1.2469600439072,1.239599943161
2015-06-05,1.24831,0.0,0.0
2015-06-04,1.2494000196457,1.2562099695206,1.2457400560379
2015-06-03,1.2455999851227,1.2502199411392,1.2436000108719
2015-06-02,1.2413699626923,1.2503999471664,1.2383999824524
2015-06-01,1.2524399757385,1.2534400224686,1.242220044136
2015-05-31,1.245609998703,1.2560900449753,1.2446899414062
2015-05-29,1.24519,0.0,0.0
2015-05-28,1.2425099611282,1.2526199817657,1.2410000562668
2015-05-27,1.2453999519348,1.2535500526428,1.2436000108719
2015-05-26,1.2424399852753,1.2486399412155,1.2395000457764
2015-05-25,1.2319300174713,1.2446000576019,1.2299000024796
2015-05-24,1.2295000553131,1.23140001297,1.2273999452591
2015-05-22,1.22173,0.0,0.0
2015-05-21,1.2195999622345,1.2292000055313,1.2173000574112
2015-05-20,1.2206399440765,1.2239600419998,1.217120051384
2015-05-19,1.2229100465775,1.2254999876022,1.2199000120163
2015-05-18,1.2144999504089,1.2248100042343,1.2128000259399
2015-05-17,1.2011799812317,1.2157800197601,1.2014000415802
2015-05-15,1.19892,0.0,0.0
2015-05-14,1.1983000040054,1.206650018692,1.197900056839
2015-05-13,1.1953999996185,1.2003799676895,1.1917999982834
2015-05-12,1.2002999782562,1.2027599811554,1.19296002388
2015-05-11,1.2093600034714,1.2105699777603,1.1983200311661
2015-05-10,1.2090400457382,1.2143499851227,1.2064199447632
2015-05-08,1.2094,0.0,0.0
2015-05-07,1.2108000516891,1.214429974556,1.2062599658966
2015-05-06,1.2037999629974,1.2156399488449,1.2030999660492
2015-05-05,1.2070599794388,1.2085900306702,1.1943000555038
2015-05-04,1.2092499732971,1.2130700349808,1.2004599571228
2015-05-03,1.2161999940872,1.2179199457169,1.2091000080109
2015-05-01,1.209,1.2227,1.1955
2015-04-30,1.2078000307083,1.22047996521,1.2075999975204
2015-04-29,1.2018400430679,1.2130399942398,1.1998200416565
2015-04-28,1.2036999464035,1.207200050354,1.1955399513245
2015-04-27,1.2093000411987,1.2115800380707,1.2019000053406
2015-04-26,1.2169400453568,1.219339966774,1.2079199552536
2015-04-24,1.21734,1.2324,1.2025
2015-04-23,1.2146899700165,1.2179700136185,1.2103999853134
2015-04-22,1.2242000102997,1.2267199754715,1.2135800123215
2015-04-21,1.2266499996185,1.2285399436951,1.2210999727249
2015-04-20,1.2223000526428,1.2293000221252,1.221449971199
2015-04-19,1.2210700511932,1.2256100177765,1.2177000045776
2015-04-17,1.22196,0.0,0.0
2015-04-16,1.2201399803162,1.2244399785995,1.2092000246048
2015-04-15,1.2303999662399,1.2326899766922,1.2208299636841
2015-04-14,1.248370051384,1.2565499544144,1.2364599704742
2015-04-13,1.2591999769211,1.2601799964905,1.2444299459457
2015-04-12,1.2569500207901,1.2643599510193,1.2562999725342
2015-04-10,1.25832,0.0,0.0
2015-04-09,1.257709980011,1.2663600444794,1.2571300268173
2015-04-08,1.2541500329971,1.2608100175858,1.2507599592209
2015-04-07,1.2503999471664,1.2538499832153,1.2403700351715
2015-04-06,1.2474499940872,1.2518999576569,1.2452000379562
2015-04-05,1.2474999427795,1.248409986496,1.2436399459839
2015-04-03,1.25582,0.0,0.0
2015-04-02,1.2561700344086,1.2573000192642,1.2435100078583
2015-04-01,1.2610399723053,1.2652000188828,1.2558000087738
2015-03-31,1.2688000202179,1.2708899974823,1.2599699497223
2015-03-30,1.2673300504684,1.2776000499725,1.2659800052643
2015-03-29,1.2608000040054,1.2703000307083,1.2602000236511
2015-03-27,1.25012,0.0,0.0
2015-03-26,1.2479399442673,1.2581499814987,1.2467999458313
2015-03-25,1.252699971199,1.2529499530792,1.2410999536514
2015-03-24,1.2509000301361,1.253839969635,1.2474000453949
2015-03-23,1.2520999908447,1.2544900178909,1.2431800365448
2015-03-22,1.2580699920654,1.2613999843597,1.2505999803543
2015-03-20,1.26552,1.2807,1.2505
2015-03-19,1.2700999975204,1.2718600034714,1.2568000555038
2015-03-18,1.2552700042725,1.2744400501251,1.2508699893951
2015-03-17,1.2786999940872,1.2832000255585,1.2770700454712
2015-03-16,1.2773200273514,1.2793200016022,1.2750099897385
2015-03-15,1.2816599607468,1.2816300392151,1.2757999897003
2015-03-13,1.27294,1.2884,1.2577
2015-03-12,1.2690800428391,1.2821099758148,1.2689000368118
2015-03-11,1.2738900184631,1.2767000198364,1.2623000144958
2015-03-10,1.2674599885941,1.2778700590134,1.2663999795914
2015-03-09,1.262099981308,1.2682000398636,1.2601599693298
2015-03-08,1.2603000402451,1.2623800039291,1.2573000192642
2015-03-06,1.24928,1.2641,1.2347
2015-03-05,1.2482199668884,1.2621099948883,1.2456899881363
2015-03-04,1.2424399852753,1.248860001564,1.2408000230789
2015-03-03,1.2482999563217,1.2534400224686,1.2443000078201
2015-03-02,1.2539000511169,1.2542599439621,1.2432500123978
2015-03-01,1.2514499425888,1.2559000253677,1.2477099895477
2015-02-27,1.24802,1.263,1.2332
2015-02-26,1.2503000497818,1.2509000301361,1.2450000047684
2015-02-25,1.2431199550629,1.2520999908447,1.2387399673462
2015-02-24,1.2496000528336,1.2493000030518,1.2401399612427
2015-02-23,1.2573000192642,1.2660499811172,1.2558699846268
2015-02-22,1.2532900571823,1.2623000144958,1.2533099651337
2015-02-20,1.24863,1.2626,1.2349
2015-02-19,1.2490299940109,1.2562700510025,1.2422000169754
2015-02-18,1.2454999685287,1.2542999982834,1.2435599565506
2015-02-17,1.23907995224,1.2462999820709,1.2381199598312
2015-02-16,1.2474600076675,1.2474000453949,1.2361999750137
2015-02-15,1.2454199790955,1.2480599880219,1.2417999505997
2015-02-13,1.25251,0.0,0.0
2015-02-12,1.2509200572968,1.2535799741745,1.2422300577164
2015-02-11,1.2617000341415,1.2644599676132,1.2443200349808
2015-02-10,1.2583999633789,1.2693799734116,1.2572000026703
2015-02-09,1.2473900318146,1.2534400224686,1.2446999549866
2015-02-08,1.2517000436783,1.2522300481796,1.2429000139236
2015-02-06,1.24822,0.0,0.0
2015-02-05,1.243499994278,1.248890042305,1.2416199445724
2015-02-04,1.2576999664307,1.2583999633789,1.241289973259
2015-02-03,1.2440999746323,1.2587399482727,1.2389999628067
2015-02-02,1.258299946785,1.264209985733,1.2487000226974
2015-02-01,1.2688100337982,1.2771799564362,1.2568600177765
2015-01-30,1.26188,0.0,0.0
2015-01-29,1.2611999511719,1.2792400121689,1.2610000371933
2015-01-28,1.2522000074387,1.2577899694443,1.251070022583
2015-01-27,1.2394000291824,1.2456899881363,1.2393800020218
2015-01-26,1.2479300498962,1.2495399713516,1.237969994545
2015-01-25,1.2457000017166,1.2474100589752,1.241700053215
2015-01-23,1.23842,1.2524,1.2246
2015-01-22,1.2382199764252,1.2452299594879,1.2360999584198
2015-01-21,1.2343800067902,1.2386000156403,1.2315000295639
2015-01-20,1.2113100290298,1.2322000265121,1.2063599824905
2015-01-19,1.1955000162125,1.2108000516891,1.1950000524521
2015-01-18,1.1970299482346,1.1984499692917,1.1948000192642
2015-01-16,1.19664,0.0,0.0
2015-01-15,1.195799946785,1.2044999599457,1.195799946785
2015-01-14,1.1947000026703,1.1991200447083,1.1804000139236
2015-01-13,1.1954499483109,1.2015299797058,1.1927900314331
2015-01-12,1.196799993515,1.1992000341415,1.1930600404739
2015-01-11,1.1844300031662,1.1934000253677,1.1832000017166
2015-01-09,1.18323,0.0,0.0
2015-01-08,1.1827399730682,1.1887600421906,1.1806000471115
2015-01-07,1.1818499565125,1.1838099956512,1.1794999837875
2015-01-06,1.183699965477,1.1867300271988,1.1812000274658
2015-01-05,1.1756999492645,1.1791399717331,1.1730999946594
2015-01-04,1.1792999505997,1.1811900138855,1.1761000156403
2015-01-02,1.16485,0.0,0.0
2015-01-01,1.1613999605179,1.1727999448776,1.1614999771118
2014-12-31,1.1614600419998,1.1614600419998,1.1614600419998
2014-12-30,1.1604800224304,1.1614899635315,1.1570999622345
2014-12-29,1.1641299724579,1.1650400161743,1.1598999500275
2014-12-28,1.1631100177765,1.1639000177383,1.1601999998093
2014-12-26,1.16214,1.1761,1.1484
2014-12-25,1.1618000268936,1.1625200510025,1.1601999998093
2014-12-24,1.1620099544525,1.1627000570297,1.1606299877167
2014-12-23,1.1618000268936,1.1639000177383,1.1592899560928
2014-12-22,1.1642500162125,1.1664999723434,1.1606999635696
2014-12-21,1.161299943924,1.1642099618912,1.1572999954224
2014-12-19,1.16036,0.0,0.0
2014-12-18,1.1583000421524,1.162789940834,1.1565999984741
2014-12-17,1.1635999679565,1.1644999980927,1.1569000482559
2014-12-16,1.1632000207901,1.1668000221252,1.1619999408722
2014-12-15,1.1653800010681,1.1662800312042,1.1607999801636
2014-12-14,1.1564199924469,1.1625699996948,1.1546900272369
2014-12-12,1.15261,1.1662,1.1392
2014-12-11,1.1528300046921,1.1589000225067,1.1520999670029
2014-12-10,1.1467000246048,1.1533800363541,1.1445000171661
2014-12-09,1.1439000368118,1.1498999595642,1.1433999538422
2014-12-08,1.1481100320816,1.1497000455856,1.139799952507
2014-12-07,1.1445000171661,1.1466300487518,1.1426000595093
2014-12-05,1.13927,1.1525,1.1262
2014-12-04,1.1387000083923,1.1475100517273,1.1382999420166
2014-12-03,1.1362400054932,1.1394200325012,1.1339099407196
2014-12-02,1.1399999856949,1.1413999795914,1.1347999572754
2014-12-01,1.1319999694824,1.1423000097275,1.1317000389099
2014-11-30,1.1453900337219,1.1458200216293,1.1356999874115
2014-11-28,1.13402,1.1468,1.1213
2014-11-27,1.1339000463486,1.1443300247192,1.1333999633789
2014-11-26,1.1251900196075,1.133710026741,1.1231000423431
2014-11-25,1.1247999668121,1.1296099424362,1.1231000423431
2014-11-24,1.1289000511169,1.1313999891281,1.1232999563217
2014-11-23,1.1230200529099,1.1280800104141,1.122200012207
2014-11-21,1.13008,0.0,0.0
2014-11-20,1.1309000253677,1.1324800252914,1.1197299957275
2014-11-19,1.1348999738693,1.1368399858475,1.1296000480652
2014-11-18,1.1321799755096,1.1354999542236,1.131600022316
2014-11-17,1.1295000314713,1.1320999860764,1.1256999969482
2014-11-16,1.1290700435638,1.1324299573898,1.1267000436783
2014-11-14,1.13455,1.1474,1.1218
2014-11-13,1.138100028038,1.1392300128937,1.1307400465012
2014-11-12,1.1322499513626,1.1346399784088,1.1299999952316
2014-11-11,1.1333999633789,1.1357899904251,1.1280800104141
2014-11-10,1.1369500160217,1.1401100158691,1.1335999965668
2014-11-09,1.1327600479126,1.1333999633789,1.1296999454498
2014-11-07,1.14066,1.1539,1.1276
2014-11-06,1.142629981041,1.1447299718857,1.13319003582
2014-11-05,1.1394200325012,1.143700003624,1.1377999782562
2014-11-04,1.1392899751663,1.1464099884033,1.1388700008392
2014-11-03,1.1357599496841,1.1424700021744,1.1335999965668
2014-11-02,1.1287000179291,1.1324499845505,1.1262700557709
2014-10-31,1.12152,1.1352,1.108
2014-10-30,1.1194000244141,1.1329599618912,1.118399977684
2014-10-29,1.1190999746323,1.1219199895859,1.1163899898529
2014-10-28,1.1167999505997,1.1170899868011,1.1119999885559
2014-10-27,1.1247999668121,1.1250799894333,1.1166000366211
2014-10-26,1.1238000392914,1.1251900196075,1.1211400032043
2014-10-24,1.123,1.1363,1.1098
2014-10-23,1.122300028801,1.1232999563217,1.1193499565125
2014-10-22,1.125,1.1261999607086,1.1206500530243
2014-10-21,1.1227999925613,1.1285699605942,1.1190799474716
2014-10-20,1.1291999816895,1.1295800209045,1.1204999685287
2014-10-19,1.128800034523,1.1289000511169,1.1246999502182
2014-10-17,1.12623,0.0,0.0
2014-10-16,1.1260999441147,1.126629948616,1.1210999488831
2014-10-15,1.1264100074768,1.1359000205994,1.1244000196457
2014-10-14,1.131500005722,1.1384700536728,1.124340057373
2014-10-13,1.1204999685287,1.1256300210953,1.1193000078201
2014-10-12,1.1187499761581,1.1217999458313,1.1180599927902
2014-10-10,1.11658,1.1292,1.1041
2014-10-09,1.1182600259781,1.1219999790192,1.1160600185394
2014-10-08,1.1102999448776,1.1154700517654,1.1081000566483
2014-10-07,1.1158000230789,1.1208000183105,1.1153000593185
2014-10-06,1.1144499778748,1.1191999912262,1.1131199598312
2014-10-05,1.1259700059891,1.12600004673,1.117259979248
2014-10-03,1.11747,1.1299,1.1052
2014-10-02,1.1155999898911,1.1268299818039,1.115669965744
2014-10-01,1.1150000095367,1.1175999641418,1.1071000099182
2014-09-30,1.120579957962,1.1221599578857,1.1164000034332
2014-09-29,1.1159600019455,1.1207000017166,1.1131999492645
2014-09-28,1.1164000034332,1.1177599430084,1.1131399869919
2014-09-26,1.11143,1.125,1.098
